timestamp,LinearAccelerometerSensor
1584301278787,11.059691336603274
1584301278852,68.5341782890114
1584301278910,38.04669051546649
1584301278974,26.38599907651073
1584301279026,66.46212722647952
1584301279086,19.17717174182953
1584301279162,46.41525586014258
1584301279207,47.0525621355057
1584301279271,18.104501642860214
1584301279331,51.51782629130668
1584301279387,39.63765478377615
1584301279448,36.02232855184233
1584301279509,58.485760903963836
1584301279570,21.674346188866775
1584301279626,36.76988294776294
1584301279686,61.15271091893126
1584301279745,28.923166502768588
1584301279805,61.618910544724415
1584301279866,28.204342295405617
1584301279926,20.648068006531357
1584301279986,73.52242097971714
1584301280047,21.347369980354138
1584301280106,59.659767362912795
1584301280169,38.643324372453876
1584301280226,17.52560818170576
1584301280287,74.02585459444221
1584301280346,21.36818796218129
1584301280407,53.500967427000795
1584301280470,41.511008399692905
1584301280529,13.637430942266146
1584301280593,75.84098805230586
1584301280651,18.209039576936867
1584301280727,68.55980438525003
1584301280766,29.26059837370897
1584301280826,27.249018940195352
1584301280905,63.494447961022544
1584301280957,19.518378571253844
1584301281017,67.17343239355311
1584301281079,21.57436197161858
1584301281136,38.25363161885745
1584301281204,49.82100529254077
1584301281246,21.538169158795522
1584301281314,59.557790179738454
1584301281371,18.713232179229486
1584301281441,40.28539241209989
1584301281495,42.07936952764086
1584301281549,24.985451088849313
1584301281612,62.34248902233532
1584301281671,19.695242773081652
1584301281726,60.21247169853497
1584301281786,24.306933709688426
1584301281846,34.894375358223925
1584301281927,48.7289843523916
1584301281966,20.91685812002561
1584301282034,70.92344299048798
1584301282088,19.804031824698523
1584301282152,62.78829213242107
1584301282217,24.836787792144765
1584301282294,29.48848486691193
1584301282330,60.90092852907191
1584301282387,22.08839966820466
1584301282451,66.24714395376792
1584301282513,26.317356848368625
1584301282575,24.79579072731839
1584301282643,67.30228204131528
1584301282688,20.676332161916964
1584301282746,48.808486050551444
1584301282807,34.661996184469636
1584301282866,25.86492340401016
1584301282929,65.12516869579879
1584301282986,23.29598029175648
1584301283051,56.54291788102202
1584301283117,49.13281436337252
1584301283188,22.648426720418268
1584301283245,44.75183851844805
1584301283287,52.401078680452756
1584301283367,19.65108549502578
1584301283406,58.75534799461875
1584301283469,23.449621865288147
1584301283533,46.621449680511866
1584301283585,33.101277620027375
1584301283672,50.72796723855836
1584301283709,33.72076641908699
1584301283780,19.666470973878518
1584301283848,58.84477478528786
1584301283887,16.75901893238897
1584301283954,59.58205468288564
1584301284023,26.39717160881659
1584301284066,28.87955481865047
1584301284140,41.90064950225638
1584301284203,46.65023979624194
1584301284268,32.82470941000944
1584301284310,18.088831943065124
1584301284376,51.64844163609876
1584301284446,18.266878866554915
1584301284486,56.29442906843114
1584301284548,19.963897163164468
1584301284613,35.18263940119296
1584301284680,43.05163029542261
1584301284764,49.0777046503807
1584301284802,40.04870996576388
1584301284863,11.665612600030244
1584301284925,62.77958170381712
1584301284987,24.076804291325967
1584301285027,49.59360477688252
1584301285086,48.20366186897137
1584301285155,27.016529816036353
1584301285229,66.27843581955975
1584301285271,22.894570905634485
1584301285327,63.031889095669264
1584301285401,20.983825267371117
1584301285471,53.99772356674515
1584301285520,21.895407612367457
1584301285583,40.87713673457557
1584301285625,17.337909876812844
1584301285697,39.3941452711012
1584301285746,8.729754759674666
1584301285805,35.01902384776023
1584301285867,12.432913850009491
1584301285927,42.600733676377274
1584301285986,15.200555409774505
1584301286046,31.982903681962455
1584301286109,23.987186826219066
1584301286195,11.87181803585965
1584301286233,34.11358518736982
1584301286302,18.987469205147015
1584301286345,14.957982532917939
1584301286416,22.008898235997638
1584301286510,11.837062266070088
1584301286557,4.5341408814366195
1584301286594,13.956516857474458
1584301286671,18.421924697770113
1584301286718,33.38478430725871
1584301286769,27.38436381126383
1584301286859,28.929018693322345
1584301286901,31.371964144397204
1584301286949,24.916970275594178
1584301287039,22.64177339220031
1584301287086,29.866586689614888
1584301287137,26.68319088454846
1584301287189,19.354413521311006
1584301287271,23.807875617245863
1584301287321,19.602862464366652
1584301287370,29.52166159649502
1584301287426,33.368596866454205
1584301287514,26.026654006037734
1584301287561,25.27138829598109
1584301287607,26.320813385705925
1584301287673,28.952702329281266
1584301287734,35.21108223982898
1584301287786,22.72448238375024
1584301287871,22.88942376327643
1584301287909,28.876325304407025
1584301287991,29.94393259278236
1584301288034,34.73203784872117
1584301288129,16.27513830826408
1584301288178,27.740470280913588
1584301288247,21.284334337338194
1584301288280,31.83242887107472
1584301288328,46.07496439228141
1584301288408,27.547484306222273
1584301288453,17.112834089541447
1584301288548,17.46199049537443
1584301288594,18.442140570663835
1584301288645,27.719516266184193
1584301288690,32.907939697240046
1584301288779,24.033766834231116
1584301288828,22.15304460461149
1584301288875,29.707557985550473
1584301288967,46.44651556999459
1584301289014,32.69966835530408
1584301289058,8.064774539868194
1584301289127,14.68869052688262
1584301289165,14.498596649661316
1584301289236,17.39595009161166
1584301289302,15.91682798826474
1584301289346,22.09972459440247
1584301289450,31.3118119154687
1584301289495,29.45030345404197
1584301289548,3.830405416321012
1584301289595,13.955759173593107
1584301289648,117.44891259740339
1584301289758,11.164530269788314
1584301289766,8.822322917057164
1584301289875,11.811457512282432
1584301289886,11.412959552716952
1584301289983,12.837958224995077
1584301290027,8.138740541092021
1584301290076,8.257414751389495
1584301290167,8.020392177058932
1584301290210,8.036093353534337
1584301290256,5.439139634144062
1584301290305,8.612282042382208
1584301290367,4.479167187121457
1584301290461,7.657137823204875
1584301290502,13.607126814522028
1584301290547,9.851230649025174
1584301290607,19.209199545217096
1584301290690,10.849131719064765
1584301290741,12.013559310204645
1584301290785,5.694746159363039
1584301290872,5.973662107706694
1584301290918,7.335051624243845
1584301290965,5.736141587556918
1584301291040,5.791090390010627
1584301291087,8.058092908878937
1584301291159,8.590073343481226
1584301291205,8.656802603920353
1584301291292,25.89512375104686
1584301291351,9.298608441993863
1584301291386,6.875253013810201
1584301291450,13.496207940906205
1584301291518,9.935480260428838
1584301291576,9.316445148634726
1584301291625,6.456003503072892
1584301291685,22.963790918734976
1584301291750,19.096595564607927
1584301291805,4.331565618643929
1584301291894,8.651401525305063
1584301291932,14.57869752861549
1584301292016,9.998698722096487
1584301292069,6.035226094357175
1584301292110,13.647683955299888
1584301292184,16.90653430184937
1584301292227,12.714849150344476
1584301292314,5.04925556550142
1584301292357,8.900108816788904
1584301292407,4.591449395016466
1584301292471,7.1064814789042945
1584301292525,7.700892002903355
1584301292584,7.640454998348404
1584301292644,9.223889589547147
1584301292709,5.8591943331521765
1584301292765,4.820918263066687
1584301292824,10.323480112742194
1584301292884,8.941546184466382
1584301292944,10.988749906687236
1584301293004,6.709059713459817
1584301293065,8.049354423083752
1584301293124,6.167422617723345
1584301293184,6.7163055941298735
1584301293244,7.410410810812702
1584301293304,6.426341635899002
1584301293364,5.91318681852942
1584301293424,7.1917902871385015
1584301293484,6.303083894186118
1584301293544,5.0711121949768545
1584301293604,9.801097294625277
1584301293664,12.955049121076005
1584301293727,8.186123098827684
1584301293791,6.626088178983439
1584301293844,4.1015299477874905
1584301293904,3.8081005540041533
1584301293964,7.778831749605584
1584301294024,8.54895641360504
1584301294084,8.425259676137678
1584301294144,4.512315428279808
1584301294204,5.862394404324522
1584301294264,10.27353924022816
1584301294324,21.09921297892597
1584301294385,25.488941861649778
1584301294443,10.94703058540056
1584301294504,4.922102665555499
1584301294564,7.034738446696347
1584301294624,8.136803138064554
1584301294684,12.268218525564974
1584301294744,10.064271000984125
1584301294804,0.6021464844906168
1584301294864,4.238707180858744
1584301294924,5.4124850442516745
1584301294984,10.130801952133867
1584301295044,1.4227373631086575
1584301295104,0.3773508888659251
1584301295164,2.208785340696197
1584301295224,34.12094684606327
1584301295284,28.993677962900918
1584301295344,22.33136881068835
1584301295404,22.787802341315736
1584301295465,22.226894769045423
1584301295525,24.859151574263098
1584301295585,30.630559922598135
1584301295649,38.56380733703721
1584301295707,35.91352970971995
1584301295768,32.85376683300086
1584301295835,73.2239281406273
1584301295885,42.45287483823975
1584301295955,13.798855078928026
1584301296008,32.28873642619048
1584301296076,48.459438076311564
1584301296125,19.26728183771812
1584301296191,64.89470889207763
1584301296267,37.457184216303055
1584301296305,10.874549242521612
1584301296382,39.559877233362975
1584301296425,45.19745227756552
1584301296533,21.151354359940303
1584301296584,69.19163196220877
1584301296644,26.90627608702278
1584301296684,22.720345757231005
1584301296734,55.5576268602588
1584301296785,32.19142686907785
1584301296844,59.14011930100835
1584301296903,29.952795911402934
1584301296966,9.683447205426043
1584301297025,3.199134238667418
1584301297089,6.200326898632228
1584301297144,5.202659059115867
1584301297204,2.389118891986669
1584301297263,5.38588021482808
1584301297326,3.7702574035438285
1584301297384,3.3926381406158868
1584301297444,4.061014931011392
1584301297503,3.753678615626818
